Date,Year,City,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI Level
5/18/2024,2024,Kolkata,160.79,139.61,129.33,142.41,75.08,46.77,3.71,137.94,177.69,9.15,15.45,2.14,371,Very Poor
5/18/2024,2024,Bengaluru,246.91,225.72,38.03,185.82,31.33,98.38,2.07,84.66,74.86,6.18,34.65,0.09,246.91,Poor
5/18/2024,2024,Hyderabad,36.1,29.8,59.72,151.85,154.85,73.07,2.97,139.9,17.57,9.5,1.57,0.61,297,Poor
5/18/2024,2024,Ahmedabad,329.02,233.72,108.68,110.04,21.47,50.91,3.77,71.75,124.06,3.52,33.68,3.23,377,Very Poor
5/18/2024,2024,Pune,152.02,358.28,130.08,185.64,83.84,5.36,2.62,53.88,58.63,4.25,8.97,2.94,358.28,Very Poor
5/18/2024,2024,Jaipur,267.83,175.03,132.57,94.71,225.87,28.72,3.11,79.16,56.09,6.68,43.8,1.5,311,Very Poor
5/18/2024,2024,Lucknow,330.54,131.75,83.5,96.06,77.71,82.36,4.62,32.58,117.05,3.8,26.55,0.15,462,Severe
5/19/2024,2024,Delhi,332.31,339.88,131.07,140.67,175.51,29.79,1.41,64.26,26.74,5.34,40.32,1.81,339.88,Very Poor
5/19/2024,2024,Mumbai,393.99,73.71,73.09,134.69,131.85,39.5,2.88,34.58,177.45,1.6,49.59,0.62,393.99,Very Poor
5/19/2024,2024,Chennai,330.44,252.23,43.35,198.47,101.51,79.25,2.73,88.05,46.93,1.26,43.76,4.44,330.44,Very Poor
5/19/2024,2024,Kolkata,307.77,385.06,135.7,117.34,234.43,71.26,3.07,37.21,35.87,3.55,38.53,1.96,385.06,Very Poor
5/19/2024,2024,Bengaluru,170.79,71.1,146.27,13.24,215.22,42.15,4.49,62.2,179.27,4.83,17.4,2.67,449,Severe
5/19/2024,2024,Hyderabad,220.55,348.98,11.95,45.97,115.74,36.2,2.63,21.98,149.79,1.62,41.31,1.56,348.98,Very Poor
5/19/2024,2024,Ahmedabad,370.1,467.98,132.44,50.97,93.94,28.17,2.62,145.54,160.1,4.63,37.99,1.44,467.98,Severe
5/19/2024,2024,Pune,45.77,38.78,86.29,24.32,88.87,50.12,4.87,78.65,41.68,3.17,18.91,2.74,487,Severe
5/19/2024,2024,Jaipur,286.35,190.22,86.35,137.66,135.97,21.58,3.33,53.42,65.37,3.13,27.91,4.61,333,Very Poor
5/19/2024,2024,Lucknow,232.11,255.02,74.88,87.11,220.02,85.85,2.54,61.98,107.44,8.14,12.16,2.53,255.02,Poor
5/20/2024,2024,Delhi,326.1,250.33,142.95,176.27,12.18,18.17,4.32,56.29,134.88,1.78,1.63,1.5,432,Severe
5/20/2024,2024,Mumbai,387.31,138.26,22.63,116.94,81.62,23.2,1.12,7.93,173.78,0.62,45.51,0.55,387.31,Very Poor
5/20/2024,2024,Chennai,127.76,78.94,142.88,108.51,45.87,27.38,0.57,148.82,83.2,3.77,43.95,2.42,148.82,Moderate
5/20/2024,2024,Kolkata,265.03,416.73,69.95,171.71,198.24,33.82,1.67,89.87,128.25,2.31,1.79,3.79,416.73,Severe
5/20/2024,2024,Bengaluru,209.55,400.42,125.37,158.21,159.38,92.66,3.39,14.64,130.32,3.67,47.11,0.75,400.42,Severe
5/20/2024,2024,Hyderabad,71.38,497.39,42.7,131.52,117.02,90.12,4.07,94.33,56.97,3.45,19.85,2.42,497.39,Severe
5/20/2024,2024,Ahmedabad,284.24,157,46.79,150.73,239,55.13,3.54,91.54,124.16,8.82,17.39,4.26,354,Very Poor
5/20/2024,2024,Pune,113.44,167.52,148.92,133.5,109.58,98.37,1.42,79.29,56.21,7.08,25.7,1.34,167.52,Moderate
5/20/2024,2024,Jaipur,119.28,235,37.75,168.19,204.39,57.77,0.3,53.76,60.92,2.72,12.67,4.49,235,Poor
5/20/2024,2024,Lucknow,154.66,44.55,55.35,134.35,108.22,89.77,0.99,139.15,132.12,3.43,45.31,4.11,154.66,Moderate
5/21/2024,2024,Delhi,208.16,30.28,133.08,192.26,203.13,24.95,2.37,134.53,122.62,0.23,3.17,3,237,Poor
5/21/2024,2024,Mumbai,65.28,77.15,14.91,67.49,90.89,30.7,2.74,63.61,77.15,5.11,33.16,4.19,274,Poor
5/21/2024,2024,Chennai,333.17,436.62,46.31,66.51,116.37,4.03,3.85,49.71,57.29,6.09,2.76,3.03,436.62,Severe
5/21/2024,2024,Kolkata,274.24,191.2,81.91,94.28,147.71,51.18,3.16,67.48,119.02,7.94,7.99,2.34,316,Very Poor
5/21/2024,2024,Bengaluru,215.57,203.41,140.43,114.65,145.18,63.04,1.94,65.17,28.56,6.51,18.71,2.76,215.57,Poor
5/21/2024,2024,Hyderabad,149.7,447.65,143.48,22.91,36.18,75.1,4.57,42.48,73.71,4.26,4.18,1.33,457,Severe
5/21/2024,2024,Ahmedabad,229.01,143.72,106.29,171.03,249.52,17.76,3.27,134.73,156.93,9.74,14.75,4.62,327,Very Poor
5/21/2024,2024,Pune,330.21,221.23,140.6,121.52,144.15,62.22,0.58,78.31,129.66,6,43.41,1.97,330.21,Very Poor
5/21/2024,2024,Jaipur,304.9,237.29,9.05,74.82,224.74,60.13,0.41,90.32,47.15,4.87,7.89,3.43,304.9,Very Poor
5/21/2024,2024,Lucknow,79.32,124.8,109.87,186.19,243.35,56.5,1.4,144.55,43.59,1.17,19.54,4.1,186.19,Moderate
5/22/2024,2024,Delhi,263.68,300.79,95.97,176.65,14.17,94.9,0.23,98.01,20.29,2.84,30.33,4.54,300.79,Very Poor
5/22/2024,2024,Mumbai,358.68,188.53,146.12,56.05,157.78,24.7,4.1,128.07,25.7,5.91,18.36,1.05,410,Severe
5/22/2024,2024,Chennai,129.3,145.04,129.84,93.99,207.68,2.96,3.93,7.91,114.43,2.14,8.84,2.82,393,Very Poor
5/22/2024,2024,Kolkata,123.54,205.8,39.42,22.09,95.35,30.83,2.86,26.37,103.7,3.23,36.62,2.58,286,Poor
5/22/2024,2024,Bengaluru,149.78,68.65,98.98,39.3,149.46,9.61,0.33,142.49,85.76,2.98,43.11,0.59,149.78,Moderate
5/22/2024,2024,Hyderabad,80.14,93.31,61.28,146.47,76.02,48.94,1.33,144.28,166.98,2.09,3.3,3.69,146.47,Moderate
5/22/2024,2024,Ahmedabad,358.32,305.24,52.41,134.27,108.2,83.52,4.68,138.73,97.35,3.95,16.28,1.6,468,Severe
5/22/2024,2024,Pune,74.79,338.74,133.89,143.59,132.2,13.42,0.21,130.22,127.87,5.2,3.99,4.53,338.74,Very Poor
5/22/2024,2024,Jaipur,76.1,135.78,57.69,85.04,75.09,38.06,1.89,30.94,137.74,6.99,39.49,3.42,189,Moderate
5/22/2024,2024,Lucknow,62.66,484.59,46.89,147.48,141.02,33.84,0.26,111.41,12.97,0.67,35.34,1.41,484.59,Severe
5/23/2024,2024,Delhi,178.58,65.84,79.85,198.91,68.82,81.72,3.81,21.97,147.61,3.46,29.84,2,381,Very Poor
5/23/2024,2024,Mumbai,316.18,245.57,79.21,147.86,134.46,94.71,1.17,104.7,71.88,9.48,31.15,2.77,316.18,Very Poor
5/23/2024,2024,Chennai,118.23,222.4,115.16,167.5,160.28,98.23,2.93,8.22,136.2,9.28,30.48,4.29,293,Poor
5/23/2024,2024,Kolkata,116.33,104.16,125.44,13.78,36.46,44.7,2.03,80.22,91.78,7.22,26.28,2.98,203,Poor
5/23/2024,2024,Bengaluru,138.06,74.65,130.42,181.8,185.09,97.07,0.96,130.58,119.96,8.17,48.11,4.91,181.8,Moderate
5/23/2024,2024,Hyderabad,336.63,179.05,147.77,139.31,192.29,42.38,4.55,80.02,136.46,2.12,13.47,1.96,455,Severe
5/23/2024,2024,Ahmedabad,304.16,402.25,133.78,160.17,214.89,93.31,3.27,34.54,178.02,9.13,39.6,0.75,402.25,Severe
5/23/2024,2024,Pune,334.13,245.31,120.74,15.42,130.52,88.89,2.03,92.02,80.88,7.44,41.79,1.59,334.13,Very Poor
5/23/2024,2024,Jaipur,32.31,273.38,144.02,163.09,100.79,83.79,3.73,18.52,121.72,5.22,31.58,2.56,373,Very Poor
5/23/2024,2024,Lucknow,112.4,179.5,86.9,64,147.03,98.63,5,69.89,85.71,2.28,19.77,3.47,500,Severe
5/24/2024,2024,Delhi,360.56,414.31,32.03,189.38,103.62,84.6,3.13,42.66,12.08,5.78,43.65,2.31,414.31,Severe
5/24/2024,2024,Mumbai,43.55,87.92,20.38,38.47,102.29,33.15,0.94,32.43,6.88,1.65,45.43,0.3,94,Satisfactory
5/24/2024,2024,Chennai,122.33,238.8,27.68,33.27,185.83,86.38,0.91,134.87,130.62,7.17,23.32,3.92,238.8,Poor
5/24/2024,2024,Kolkata,58.3,349.32,125.39,99.68,215.57,88.6,4.18,75.6,175.42,7.01,27.91,1.01,418,Severe
5/24/2024,2024,Bengaluru,186.95,44.45,140.11,194.26,135.51,49.32,3.58,89.93,104.54,7.35,16.38,3.12,358,Very Poor
5/24/2024,2024,Hyderabad,204.27,326.67,76.47,144.58,109.16,47.51,1.04,114.96,170.57,4.83,16.57,0.38,326.67,Very Poor
5/24/2024,2024,Ahmedabad,394.07,183.44,99.57,147.07,190.47,55.43,3.72,144.58,172.48,7.73,32.48,0.08,394.07,Very Poor
5/24/2024,2024,Pune,134.6,248.31,141.03,79.89,38.79,19.15,2.02,58.02,136.64,7.19,7.13,4.6,248.31,Poor
5/24/2024,2024,Jaipur,126.62,367.41,138.7,107.19,180.75,85.24,2.35,46.18,52.59,9.17,15.14,4.61,367.41,Very Poor
5/24/2024,2024,Lucknow,149.35,382.84,77.31,127.31,215.49,65.72,4.16,111.46,15.63,4.66,18.66,2.44,416,Severe
5/25/2024,2024,Delhi,61.57,171.96,61.5,152.9,246.39,49.58,1.25,102.64,52.15,5.96,11.34,3.27,171.96,Moderate
5/25/2024,2024,Mumbai,114.87,71,64.31,10.89,26.35,37.52,1.37,21.93,99.67,0.11,26.44,3.91,137,Moderate
5/25/2024,2024,Chennai,31.87,234.82,114.32,105.69,191.02,75.69,3.9,45.26,155.72,8.92,49.49,4.44,390,Very Poor
5/25/2024,2024,Kolkata,169.93,373.13,14.7,48.95,56.54,41.1,3.73,73.89,113.48,0.49,28.54,0.41,373.13,Very Poor
5/25/2024,2024,Bengaluru,157.56,153.93,9.18,156.69,142.32,59.09,0.48,91.82,77.77,2.41,35.1,3.96,157.56,Moderate
5/25/2024,2024,Hyderabad,286.96,324,5.37,185.01,228.43,58.91,2.48,123.23,86.91,3.36,24.72,3,324,Very Poor
5/25/2024,2024,Ahmedabad,188.16,66.86,52.46,87.79,61.04,9.71,4.78,79.23,55.35,9.1,4.01,0.81,478,Severe
5/25/2024,2024,Pune,181.35,472.48,27.69,132.21,89.86,47.2,0.51,7.06,49.86,8.49,16.76,1.22,472.48,Severe
5/25/2024,2024,Jaipur,240.98,43.73,103.61,159.3,160.47,28.57,3.37,5.46,25,7.67,26.46,3.21,337,Very Poor
5/25/2024,2024,Lucknow,97.58,257.49,101.29,75.83,25.29,71.94,3.2,148.63,99.67,0.89,31.1,4.94,320,Very Poor
5/26/2024,2024,Delhi,278.15,457.71,117.22,101.03,240.41,21.44,3.5,101.87,63.44,4.18,32.74,4.12,457.71,Severe
5/26/2024,2024,Mumbai,198.79,156.91,25.3,91.97,230.87,11.16,2.3,14.34,43.97,8.69,4.42,4.69,230,Poor
5/26/2024,2024,Chennai,96.11,160.04,138.63,71.97,208.81,87.6,2.94,40.17,145.9,0.47,6.76,4.38,294,Poor
5/26/2024,2024,Kolkata,160.19,434.88,50.66,162.3,53.78,78.92,3.58,12.14,161.23,3.13,1.23,2.95,434.88,Severe
5/26/2024,2024,Bengaluru,289.56,471.31,12.67,47.86,84.19,42.1,1.53,72.09,115.46,1.61,7.34,4.54,471.31,Severe
5/26/2024,2024,Hyderabad,223.26,305.52,24.64,69.77,21.27,78.35,0.81,142.49,163.2,6.09,44.42,4.59,305.52,Very Poor
5/26/2024,2024,Ahmedabad,226.49,266.28,26.56,68.61,243.08,80.02,3.97,48.45,72.02,0.63,9.96,0.28,397,Very Poor
5/26/2024,2024,Pune,285.39,223.89,148.39,85.62,212.91,80.41,1.84,42.47,12.16,7.23,26.14,4.56,285.39,Poor
5/26/2024,2024,Jaipur,35.57,330.87,85.48,17.84,194.12,4.89,0.24,50.51,146.93,7.04,19.97,0.85,330.87,Very Poor
5/26/2024,2024,Lucknow,294.74,395.2,113.77,48.94,18.17,69.28,2.41,62.23,173.53,3.25,41.17,4.1,395.2,Very Poor
5/27/2024,2024,Delhi,103.32,476.64,118.78,53.39,202.08,38.74,1.7,141.69,47.57,6.21,25.3,0.63,476.64,Severe
5/27/2024,2024,Mumbai,206.4,463.53,54.13,44.29,181.37,66.58,2.26,98.66,158.94,6.38,41.97,0.92,463.53,Severe
5/27/2024,2024,Chennai,265.03,411.27,142.72,51.63,183.04,27.07,4.79,39.87,161.83,2.98,1.47,0.13,479,Severe
5/27/2024,2024,Kolkata,375.65,372.81,70.17,61.85,55.51,80.64,1.52,127.77,102.84,6.42,25.62,3.86,375.65,Very Poor
5/27/2024,2024,Bengaluru,162.54,461.53,67.86,172.44,28.9,83.09,0.46,125.22,175.6,9.83,4.95,4.78,461.53,Severe
5/27/2024,2024,Hyderabad,56.71,305.33,58.81,51.26,74.27,14.29,2.75,110.85,105.87,5.58,20.28,0.16,305.33,Very Poor
5/27/2024,2024,Ahmedabad,391.09,408.17,88.95,62.07,51.16,36.06,3.94,34.57,16.22,7.21,13.25,1.14,408.17,Severe
5/27/2024,2024,Pune,352.07,297.92,77.43,35.82,149.28,95.69,1.67,116.68,109.76,8.02,8.45,4.54,352.07,Very Poor
5/27/2024,2024,Jaipur,197.47,362.08,120.06,173.29,147.92,75.14,2.59,16.13,9.9,8.65,22.24,3.69,362.08,Very Poor
5/27/2024,2024,Lucknow,333.64,162.64,74.64,91.34,99.5,95.56,2.59,100.49,46.3,4.38,26.43,3.92,333.64,Very Poor
5/28/2024,2024,Delhi,216.1,393.26,92.95,58.84,118.6,63,0.36,112.08,174.45,8.58,14.96,1.76,393.26,Very Poor
5/28/2024,2024,Mumbai,388.49,263.74,36.29,89.08,248.37,74.42,4.15,64.94,19.83,7.17,21.73,4.33,415,Severe
5/28/2024,2024,Chennai,267.73,276.24,104.96,188.21,92.57,34.08,0.34,137.6,26.36,5.03,3.34,1.82,276.24,Poor
5/28/2024,2024,Kolkata,207.5,457.6,70.67,50.68,171.66,49.6,1.68,93.69,28.51,8.16,35.38,2.93,457.6,Severe
5/28/2024,2024,Bengaluru,109.8,460.75,14.63,83.79,112.28,87.01,3.93,60.51,33.76,5.28,23.06,0.5,460.75,Severe
5/28/2024,2024,Hyderabad,141.3,154.46,79.48,103.77,236.82,95.62,0.28,107,174.98,4.18,6.01,1.1,154.46,Moderate
5/28/2024,2024,Ahmedabad,398.96,174.15,14.25,88.02,23.97,36.58,2.92,141.26,44.22,6.15,34.62,2.73,398.96,Very Poor
5/28/2024,2024,Pune,61.62,36.43,120.24,67.03,166.35,54.59,4.05,29.91,170.81,5.79,26.2,0.42,405,Severe
5/28/2024,2024,Jaipur,33.6,298.15,149.96,81.27,20.02,9.52,1.83,7.25,120.27,3.36,19.96,0.11,298.15,Poor
5/28/2024,2024,Lucknow,270.95,74.23,148.78,114.28,160.13,99.95,3.73,43.95,142.39,2.39,34.7,1.44,373,Very Poor
5/29/2024,2024,Delhi,246.4,297.09,99.11,59.04,58.93,57.39,4.51,121.89,125.72,3.06,2.34,0.52,451,Severe
5/29/2024,2024,Mumbai,134.58,197.82,64.68,47.59,249.23,29.85,0.76,111.71,138.88,0.78,47.87,2.33,197.82,Moderate
5/29/2024,2024,Chennai,257.11,78.57,33.85,97.75,132.6,1.04,2.49,62.14,104.83,5.96,12.84,4.7,257.11,Poor
5/29/2024,2024,Kolkata,65.16,360.79,13.74,33.32,102.26,97.24,2.71,82.85,88.75,7.73,0.67,4.02,360.79,Very Poor
5/29/2024,2024,Bengaluru,11.38,235.14,35.28,47.94,123.81,10.71,1.04,77.44,10.24,4.56,2.59,1.46,235.14,Poor
5/29/2024,2024,Hyderabad,116.71,253.25,36.06,151.31,209.14,69.63,1.44,145.61,167.93,4.75,37.24,2.36,253.25,Poor
5/29/2024,2024,Ahmedabad,229.05,103.2,28.02,193.6,22.98,79.14,2.45,51.37,135.56,4.59,34.4,4.38,245,Poor
5/29/2024,2024,Pune,380.04,24.76,15,176.44,23.25,15.57,3.33,42.99,117.14,8.85,29.5,3.9,380.04,Very Poor
5/29/2024,2024,Jaipur,395.75,161.14,115.22,131.28,62.39,64.73,2.08,68.89,145.04,1.74,21.6,4.87,395.75,Very Poor
5/29/2024,2024,Lucknow,210.19,27.79,24.71,31.25,122.19,71.84,0.96,46.96,114.44,5.83,49.2,0.61,210.19,Poor
5/30/2024,2024,Delhi,248.19,90.77,90.64,141.1,115.48,23.79,3.59,84.82,60.34,7.62,36.45,3.72,359,Very Poor
5/30/2024,2024,Mumbai,332.02,139.45,125.62,24.03,118.47,33.06,2.82,56.88,118.62,8.18,29.79,1.19,332.02,Very Poor
5/30/2024,2024,Chennai,18.31,462.72,27.23,177.99,170.31,75.92,0.48,59.14,91.44,7.08,30.82,0.41,462.72,Severe
5/30/2024,2024,Kolkata,271.19,207.17,87.27,154.76,217.46,88.88,0.54,10.5,56.27,2.55,49.92,2.4,271.19,Poor
5/30/2024,2024,Bengaluru,295.77,364.81,11.36,25.21,244.02,29.98,3.11,142.04,44.94,4.09,43.65,3.86,364.81,Very Poor
5/30/2024,2024,Hyderabad,204.21,370.27,48.01,182.63,117.74,2.14,3.93,149.98,7.07,7.19,25.64,4.68,393,Very Poor
5/30/2024,2024,Ahmedabad,63.61,395.13,147.21,120.5,66.95,72.04,3.15,48.99,114.69,5.83,49.24,0.44,395.13,Very Poor
5/30/2024,2024,Pune,242.06,97.35,105.39,144.52,239.71,45.35,3.5,118.41,119.48,5.29,48.35,2.74,350,Very Poor
5/30/2024,2024,Jaipur,362.83,325.03,79.23,131.78,44.96,84.9,4.92,73.72,67.52,1.19,11.77,2.84,492,Severe
5/30/2024,2024,Lucknow,27.17,204.16,67.02,199.35,51.09,64.11,4.04,63.41,83.05,9.29,22.63,2.51,404,Severe
5/31/2024,2024,Delhi,390.4,24.65,63.35,138.2,22.54,68.81,3.32,11.18,150.61,3.86,36.53,2.17,390.4,Very Poor
5/31/2024,2024,Mumbai,283.61,413.91,91.54,177.4,85.82,16.54,1.85,9.41,71.02,7.77,30.55,0.46,413.91,Severe
5/31/2024,2024,Chennai,297.45,326.06,98.11,10.92,215.23,14.36,3.35,139.19,32.43,2.99,20.26,0.48,335,Very Poor
5/31/2024,2024,Kolkata,57.25,283.33,118.32,189.82,116.76,34.69,4.2,86.89,34.06,9.37,37.8,1.35,420,Severe
5/31/2024,2024,Bengaluru,371.44,37.3,58.34,89.83,220.2,72.67,1.47,52.59,8.71,3.23,19.88,1.2,371.44,Very Poor
5/31/2024,2024,Hyderabad,166.32,397.66,146.84,149.73,202.12,88.34,2.88,130.34,39.73,4.2,47.25,4.51,397.66,Very Poor
5/31/2024,2024,Ahmedabad,245.22,461.77,138.05,186.18,34.88,21.21,1.55,79.89,121.57,1.07,31.51,2.99,461.77,Severe
5/31/2024,2024,Pune,101.04,141.64,69.67,45.04,79.6,73.16,1.23,35.16,93.55,0.43,38.68,4.14,141.64,Moderate
5/31/2024,2024,Jaipur,19.04,448.13,85.25,176.78,29.05,66.99,2.5,62.07,179.9,8.46,20.5,1.91,448.13,Severe
5/31/2024,2024,Lucknow,239.68,358.05,108.84,101.9,17.15,68.29,1.53,58.62,159.15,6.33,44.18,4.38,358.05,Very Poor
6/1/2024,2024,Delhi,383.6,170.87,30.41,34,15.88,74.88,3.78,109.66,72.13,0.62,23.45,0.98,383.6,Very Poor
6/1/2024,2024,Mumbai,313.37,229.62,134,35.53,157.27,43.62,3.5,27.08,76.34,3.73,45.86,0.88,350,Very Poor
6/1/2024,2024,Chennai,307.53,138.52,122.76,189.78,121.15,4.97,0.37,125.97,46.27,0.71,35.12,0.68,307.53,Very Poor
6/1/2024,2024,Kolkata,40.25,336.3,43.87,188.57,244.16,35.41,0.43,18.93,43.72,5.83,6.39,4.17,336.3,Very Poor
6/1/2024,2024,Bengaluru,248.46,152.21,83.87,25.36,18.1,48.62,0.7,79.67,154.31,1.66,13.38,0.53,248.46,Poor
6/1/2024,2024,Hyderabad,185.9,282.04,32.9,28.69,68.39,10.46,1.18,9.22,100.1,7.67,15.34,4.78,282.04,Poor
6/1/2024,2024,Ahmedabad,235.15,251.94,80.64,14.65,126.59,92.58,1.53,106.12,99.74,8.3,39.47,2.53,251.94,Poor
6/1/2024,2024,Pune,230.76,459.92,22.82,68.63,225.92,73.39,2.3,116.61,141.35,2.98,44.71,4.51,459.92,Severe
6/1/2024,2024,Jaipur,238.5,391.32,136.94,57.64,163.61,29.12,4.02,86.42,155.02,2.31,4.91,2.86,402,Severe
6/1/2024,2024,Lucknow,187.05,242.42,91.88,187.83,13.7,72.05,4.84,132.45,71.2,8.26,32.38,1.65,484,Severe
6/2/2024,2024,Delhi,173.13,440.68,63.78,51.61,37.77,30.17,4.96,48.21,140.84,2.85,5.26,3.51,496,Severe
6/2/2024,2024,Mumbai,79.01,122.82,82.3,28.78,186.14,75.06,0.6,100.25,168.41,5.17,48.87,4.86,122.82,Moderate
6/2/2024,2024,Chennai,375.21,305.64,39.47,82.78,108.54,25.8,3.75,95.05,46.8,5.92,22.83,2.06,375.21,Very Poor
6/2/2024,2024,Kolkata,158.95,84.09,16.74,50.49,12.18,11.61,2.3,5.02,137.68,5.78,14.26,2.33,230,Poor
6/2/2024,2024,Bengaluru,393.42,457.46,47.19,183.71,246.4,47.2,2.39,80.44,53.64,9.43,16.95,2.75,457.46,Severe
6/2/2024,2024,Hyderabad,165.13,411.65,46.62,130.46,93.48,74.32,3.02,109.15,127.4,1.17,39.87,0.41,411.65,Severe
6/2/2024,2024,Ahmedabad,379.15,269.95,93.79,64.85,52.29,30.25,1.68,120.63,108.39,3.71,40.14,2.05,379.15,Very Poor
6/2/2024,2024,Pune,106.6,53.18,77.35,153.53,241.37,12.26,3.33,71.75,20.26,0.21,4.4,4.57,333,Very Poor
6/2/2024,2024,Jaipur,235.9,147.01,44.97,78.26,89.03,81.81,3.59,88.24,14.6,3.22,30.96,4.33,359,Very Poor
6/2/2024,2024,Lucknow,118.5,170.11,11.94,11.82,204.81,90.48,1.58,74.3,13.11,6.25,1.69,1.17,170.11,Moderate
6/3/2024,2024,Delhi,155.01,109.77,9.61,66.39,196.49,58.18,3.09,69.48,77.47,5.57,26.33,2.55,309,Very Poor
6/3/2024,2024,Mumbai,11.18,418.26,18.38,85.19,183.17,94.02,0.37,62.09,28.23,3.93,18.53,3.28,418.26,Severe
6/3/2024,2024,Chennai,212.67,315.89,22.51,32.9,10.36,33.82,1.82,36.44,102.59,3.29,12.25,3.48,315.89,Very Poor
6/3/2024,2024,Kolkata,200.79,294.95,60.66,136.54,206.03,5.14,1.5,115.93,122.29,1.71,7.62,0.71,294.95,Poor
6/3/2024,2024,Bengaluru,170.58,438.66,125.53,166.2,71.76,67.02,1.02,64.9,108.05,9.53,13.76,4.88,438.66,Severe
6/3/2024,2024,Hyderabad,287.99,215.88,114.32,112.56,56.66,86.45,1.45,112.58,13.55,8.41,23.97,2.37,287.99,Poor
6/3/2024,2024,Ahmedabad,207.96,180.04,93.1,144.44,95.31,57.9,0.54,16.95,45.2,8.91,19.5,4.61,207.96,Poor
6/3/2024,2024,Pune,103.55,25.05,110.55,102.54,123.81,41.45,3.15,141.13,17.82,0.43,2.07,0.36,315,Very Poor
6/3/2024,2024,Jaipur,264.31,432.01,92.4,183.6,233.96,29.08,3.45,91.63,147.65,1.65,46.53,0.69,432.01,Severe
6/3/2024,2024,Lucknow,359.61,310.38,104.5,118.11,161.92,51.5,1.38,45.09,153.52,6.32,28.99,4.15,359.61,Very Poor
6/4/2024,2024,Delhi,267.93,217.56,48.96,165.68,107.46,54.52,2.64,35.49,125.66,7.06,46.41,3.19,267.93,Poor
6/4/2024,2024,Mumbai,225.11,142.08,95.21,144.11,154.01,27.91,2.3,101.41,164.34,4.31,27.27,4.08,230,Poor
6/4/2024,2024,Chennai,219.13,424.21,82.4,97.13,63.81,89.22,2.12,54.26,10.24,1.64,34.69,0.24,424.21,Severe
6/4/2024,2024,Kolkata,114.08,482.03,11.61,68.05,86.27,7.54,1.68,97.59,168.01,5.99,43.62,3.41,482.03,Severe
6/4/2024,2024,Bengaluru,42.54,302.11,45.61,88.67,77.85,19.79,2.29,82.24,155.83,6.98,16.77,1.38,302.11,Very Poor
6/4/2024,2024,Hyderabad,28.33,248.54,15.67,18.07,174.04,26.53,1.27,124.07,163.88,1.68,4.36,4.58,248.54,Poor
6/4/2024,2024,Ahmedabad,119.12,75.53,116.44,49.21,162.25,90.27,1.19,93.64,177.61,3.68,47.31,3.99,119.12,Moderate
6/4/2024,2024,Pune,78.34,399.08,115.13,71.13,239.09,86.41,3.19,113.14,154,1.3,46.77,3.72,399.08,Very Poor
6/4/2024,2024,Jaipur,344.16,407.55,74.33,117.92,124.07,67.54,3.07,109.53,120.15,0.24,33.82,2.97,407.55,Severe
6/4/2024,2024,Lucknow,189.25,448.47,73.91,69.2,181.34,60.99,0.93,65.57,46.71,8.09,1.63,3.87,448.47,Severe
6/5/2024,2024,Delhi,288.72,86.74,19.63,199.72,41.46,40.65,0.9,60.99,85.73,1.41,5.54,3.97,288.72,Poor
6/5/2024,2024,Mumbai,116.13,74.81,30,86.96,97.5,43.68,3.12,104.72,76.09,4.67,48.05,1.64,312,Very Poor
6/5/2024,2024,Chennai,257.77,276.9,96.17,59.16,72.41,7.7,0.22,104.1,130.68,8.79,28.18,2.57,276.9,Poor
6/5/2024,2024,Kolkata,144.84,458.42,90.47,100.44,240.96,15.55,1.52,90.12,169.84,2.52,22.01,2.13,458.42,Severe
6/5/2024,2024,Bengaluru,35.65,333.71,86.24,69.76,149.08,35.44,0.21,122.64,57.16,5.97,41.2,1.9,333.71,Very Poor
6/5/2024,2024,Hyderabad,387.79,304.51,100.13,119.17,53.47,4.59,4.76,40.3,158.27,5.95,49.42,4.29,476,Severe
6/5/2024,2024,Ahmedabad,307.74,53.12,129.23,19.71,194.65,43.83,4.89,143.24,29.45,7.96,12.8,0.21,489,Severe
6/5/2024,2024,Pune,287.68,208.49,11.37,90.16,12.1,96.2,3.69,118.38,162.2,6.78,16.66,3.72,369,Very Poor
6/5/2024,2024,Jaipur,175.68,476.62,8.11,69.68,167.61,97.9,4.6,119.96,106.05,5.87,15.6,3.6,476.62,Severe
6/5/2024,2024,Lucknow,290.16,345.13,90.71,105.81,216.67,38.93,1.6,70.52,176.83,4.76,31.88,0.62,345.13,Very Poor
6/6/2024,2024,Delhi,246.45,54.12,95.32,148.6,203.32,35.48,1.66,92.03,94.74,8.4,27.33,0.91,246.45,Poor
6/6/2024,2024,Mumbai,32.78,81.64,20.31,140.56,134.53,9.18,1.7,54.25,41.59,7.56,24.16,1.43,170,Moderate
6/6/2024,2024,Chennai,88.87,78.95,49.75,71.11,87.21,31.05,0.96,62.76,24.83,2.57,4.42,2,96,Satisfactory
6/6/2024,2024,Kolkata,86.59,30.13,104.9,48.26,202.73,15.15,3.61,50.1,39.12,1.38,39.9,4.26,361,Very Poor
6/6/2024,2024,Bengaluru,214.2,163.54,128.37,73.82,215.08,32.7,1.27,130.29,149.2,3.71,10.35,3.08,214.2,Poor
6/6/2024,2024,Hyderabad,47.96,71.28,13,10.64,222.67,79.1,4.61,39.74,41.66,4.29,14.32,0.15,461,Severe
